year,sex,age,distribution,parameter-description,parameter-1,parameter-2,parameter-3,parameter-4
2008,F,65,Exponential,(rate-shift),0.03179,0.0,,
2008,F,70,Exponential,(rate-shift),0.04715,0.0,,
2008,F,75,Exponential,(rate-shift),0.06981,0.0,,
2008,F,80,Exponential,(rate-shift),0.11211,0.0,,
2008,F,85,Exponential,(rate-shift),0.19400,0.0,,
2009,F,0,Exponential,(rate-shift),0.01188,0.0,,
2009,F,5,Exponential,(rate-shift),0.00194,0.0,,
2009,F,10,Exponential,(rate-shift),0.00133,0.0,,
2009,F,15,Exponential,(rate-shift),0.00124,0.0,,
2009,F,20,Exponential,(rate-shift),0.00349,0.0,,
2009,F,25,Exponential,(rate-shift),0.00921,0.0,,
2009,F,30,Exponential,(rate-shift),0.01280,0.0,,
2009,F,35,Exponential,(rate-shift),0.01529,0.0,,
2009,F,40,Exponential,(rate-shift),0.01303,0.0,,
2009,F,45,Exponential,(rate-shift),0.01261,0.0,,
2009,F,50,Exponential,(rate-shift),0.01413,0.0,,
2009,F,55,Exponential,(rate-shift),0.01676,0.0,,
2009,F,60,Exponential,(rate-shift),0.02200,0.0,,
2009,F,65,Exponential,(rate-shift),0.03136,0.0,,
2009,F,70,Exponential,(rate-shift),0.04654,0.0,,
2009,F,75,Exponential,(rate-shift),0.06897,0.0,,
2009,F,80,Exponential,(rate-shift),0.11099,0.0,,
2009,F,85,Exponential,(rate-shift),0.19300,0.0,,
2010,F,0,Exponential,(rate-shift),0.01024,0.0,,
2010,F,5,Exponential,(rate-shift),0.00177,0.0,,
2010,F,10,Exponential,(rate-shift),0.00135,0.0,,
2010,F,15,Exponential,(rate-shift),0.00123,0.0,,
2010,F,20,Exponential,(rate-shift),0.00323,0.0,,
2010,F,25,Exponential,(rate-shift),0.00810,0.0,,
2010,F,30,Exponential,(rate-shift),0.01191,0.0,,
2010,F,35,Exponential,(rate-shift),0.01483,0.0,,
2010,F,40,Exponential,(rate-shift),0.01262,0.0,,
2010,F,45,Exponential,(rate-shift),0.01203,0.0,,
2010,F,50,Exponential,(rate-shift),0.01360,0.0,,
2010,F,55,Exponential,(rate-shift),0.01634,0.0,,
2010,F,60,Exponential,(rate-shift),0.02163,0.0,,
2010,F,65,Exponential,(rate-shift),0.03091,0.0,,
2010,F,70,Exponential,(rate-shift),0.04580,0.0,,
2010,F,75,Exponential,(rate-shift),0.06791,0.0,,
2010,F,80,Exponential,(rate-shift),0.10948,0.0,,
2010,F,85,Exponential,(rate-shift),0.19100,0.0,,
2011,F,0,Exponential,(rate-shift),0.00937,0.0,,
2011,F,5,Exponential,(rate-shift),0.00152,0.0,,
2011,F,10,Exponential,(rate-shift),0.00129,0.0,,
2011,F,15,Exponential,(rate-shift),0.00121,0.0,,
2011,F,20,Exponential,(rate-shift),0.00296,0.0,,
2011,F,25,Exponential,(rate-shift),0.00687,0.0,,
2011,F,30,Exponential,(rate-shift),0.01047,0.0,,
2011,F,35,Exponential,(rate-shift),0.01351,0.0,,
2011,F,40,Exponential,(rate-shift),0.01152,0.0,,
2011,F,45,Exponential,(rate-shift),0.01107,0.0,,
2011,F,50,Exponential,(rate-shift),0.01273,0.0,,
2011,F,55,Exponential,(rate-shift),0.01568,0.0,,
2011,F,60,Exponential,(rate-shift),0.02106,0.0,,
2011,F,65,Exponential,(rate-shift),0.03035,0.0,,
2011,F,70,Exponential,(rate-shift),0.04499,0.0,,
2011,F,75,Exponential,(rate-shift),0.06678,0.0,,
2011,F,80,Exponential,(rate-shift),0.10787,0.0,,
2011,F,85,Exponential,(rate-shift),0.19000,0.0,,
2012,F,0,Exponential,(rate-shift),0.00893,0.0,,
2012,F,5,Exponential,(rate-shift),0.00132,0.0,,
2012,F,10,Exponential,(rate-shift),0.00120,0.0,,
2012,F,15,Exponential,(rate-shift),0.00117,0.0,,
2012,F,20,Exponential,(rate-shift),0.00263,0.0,,
2012,F,25,Exponential,(rate-shift),0.00520,0.0,,
2012,F,30,Exponential,(rate-shift),0.00778,0.0,,
2012,F,35,Exponential,(rate-shift),0.01027,0.0,,
2012,F,40,Exponential,(rate-shift),0.00900,0.0,,
2012,F,45,Exponential,(rate-shift),0.00915,0.0,,
2012,F,50,Exponential,(rate-shift),0.01104,0.0,,
2012,F,55,Exponential,(rate-shift),0.01442,0.0,,
2012,F,60,Exponential,(rate-shift),0.02005,0.0,,
2012,F,65,Exponential,(rate-shift),0.02958,0.0,,
2012,F,70,Exponential,(rate-shift),0.04417,0.0,,
2012,F,75,Exponential,(rate-shift),0.06571,0.0,,
2012,F,80,Exponential,(rate-shift),0.10641,0.0,,
2012,F,85,Exponential,(rate-shift),0.18900,0.0,,
2013,F,0,Exponential,(rate-shift),0.00845,0.0,,
2013,F,5,Exponential,(rate-shift),0.00117,0.0,,
2013,F,10,Exponential,(rate-shift),0.00118,0.0,,
2013,F,15,Exponential,(rate-shift),0.00114,0.0,,
2013,F,20,Exponential,(rate-shift),0.00242,0.0,,
2013,F,25,Exponential,(rate-shift),0.00431,0.0,,
2013,F,30,Exponential,(rate-shift),0.00638,0.0,,
2013,F,35,Exponential,(rate-shift),0.00874,0.0,,
2013,F,40,Exponential,(rate-shift),0.00786,0.0,,
2013,F,45,Exponential,(rate-shift),0.00820,0.0,,
2013,F,50,Exponential,(rate-shift),0.01016,0.0,,
2013,F,55,Exponential,(rate-shift),0.01373,0.0,,
2013,F,60,Exponential,(rate-shift),0.01946,0.0,,
2013,F,65,Exponential,(rate-shift),0.02906,0.0,,
2013,F,70,Exponential,(rate-shift),0.04356,0.0,,
2013,F,75,Exponential,(rate-shift),0.06487,0.0,,
2013,F,80,Exponential,(rate-shift),0.10531,0.0,,
2013,F,85,Exponential,(rate-shift),0.18800,0.0,,
2014,F,0,Exponential,(rate-shift),0.00811,0.0,,
2014,F,5,Exponential,(rate-shift),0.00101,0.0,,
2014,F,10,Exponential,(rate-shift),0.00113,0.0,,
2014,F,15,Exponential,(rate-shift),0.00114,0.0,,
2014,F,20,Exponential,(rate-shift),0.00228,0.0,,
2014,F,25,Exponential,(rate-shift),0.00387,0.0,,
2014,F,30,Exponential,(rate-shift),0.00569,0.0,,
2014,F,35,Exponential,(rate-shift),0.00816,0.0,,
2014,F,40,Exponential,(rate-shift),0.00749,0.0,,
2014,F,45,Exponential,(rate-shift),0.00784,0.0,,
2014,F,50,Exponential,(rate-shift),0.00975,0.0,,
2014,F,55,Exponential,(rate-shift),0.01338,0.0,,
2014,F,60,Exponential,(rate-shift),0.01910,0.0,,
2014,F,65,Exponential,(rate-shift),0.02868,0.0,,
2014,F,70,Exponential,(rate-shift),0.04307,0.0,,
2014,F,75,Exponential,(rate-shift),0.06414,0.0,,
2014,F,80,Exponential,(rate-shift),0.10441,0.0,,
2014,F,85,Exponential,(rate-shift),0.18600,0.0,,
2015,F,0,Exponential,(rate-shift),0.00802,0.0,,
2015,F,5,Exponential,(rate-shift),0.00083,0.0,,
2015,F,10,Exponential,(rate-shift),0.00109,0.0,,
2015,F,15,Exponential,(rate-shift),0.00115,0.0,,
2015,F,20,Exponential,(rate-shift),0.00219,0.0,,
2015,F,25,Exponential,(rate-shift),0.00357,0.0,,
2015,F,30,Exponential,(rate-shift),0.00522,0.0,,
2015,F,35,Exponential,(rate-shift),0.00781,0.0,,
2015,F,40,Exponential,(rate-shift),0.00736,0.0,,
2015,F,45,Exponential,(rate-shift),0.00764,0.0,,
2015,F,50,Exponential,(rate-shift),0.00947,0.0,,
2015,F,55,Exponential,(rate-shift),0.01312,0.0,,
2015,F,60,Exponential,(rate-shift),0.01882,0.0,,
2015,F,65,Exponential,(rate-shift),0.02834,0.0,,
2015,F,70,Exponential,(rate-shift),0.04262,0.0,,
2015,F,75,Exponential,(rate-shift),0.06346,0.0,,
2015,F,80,Exponential,(rate-shift),0.10357,0.0,,
2015,F,85,Exponential,(rate-shift),0.18500,0.0,,
2016,F,0,Exponential,(rate-shift),0.00787,0.0,,
2016,F,5,Exponential,(rate-shift),0.00070,0.0,,
2016,F,10,Exponential,(rate-shift),0.00110,0.0,,
2016,F,15,Exponential,(rate-shift),0.00118,0.0,,
2016,F,20,Exponential,(rate-shift),0.00215,0.0,,
2016,F,25,Exponential,(rate-shift),0.00340,0.0,,
2016,F,30,Exponential,(rate-shift),0.00491,0.0,,
2016,F,35,Exponential,(rate-shift),0.00764,0.0,,
2016,F,40,Exponential,(rate-shift),0.00743,0.0,,
2016,F,45,Exponential,(rate-shift),0.00760,0.0,,
2016,F,50,Exponential,(rate-shift),0.00931,0.0,,
2016,F,55,Exponential,(rate-shift),0.01291,0.0,,
2016,F,60,Exponential,(rate-shift),0.01857,0.0,,
2016,F,65,Exponential,(rate-shift),0.02800,0.0,,
2016,F,70,Exponential,(rate-shift),0.04212,0.0,,
2016,F,75,Exponential,(rate-shift),0.06269,0.0,,
2016,F,80,Exponential,(rate-shift),0.10250,0.0,,
2016,F,85,Exponential,(rate-shift),0.18400,0.0,,
